,addr,loc,d_hub
304, bhora kalan  122413 ,"[28.303324829012105,76.86045117450604]",POWERGRID
305,north dr block c chhatarpur extension chhattarpur new delhi delhi 110030 ,"[28.486993958146385,77.17726718629271]",POWERGRID
306,  122102 ,"[28.292573286600586,77.0403022437029]",POWERGRID
307, garat pur bas  122101 ,"[28.349862988136316,77.01378116692257]",POWERGRID
308,bharthal chowk sector 25 dwarka dwarka delhi 110061 ,"[28.554037392883714,77.04979326966458]",POWERGRID
309, 122102 ,"[28.24760702279749,76.98882005458914]",POWERGRID
310,dwarka expy sector 88 gurugram  122505 ,"[28.437118645608635,76.96233187320148]",POWERGRID
311, rajokri village rajokri new delhi delhi 110038 ,"[28.50817171830786,77.1053262944314]",POWERGRID
312,terminal 2b rd indira gandhi international airport new delhi delhi 110037 ,"[28.560131528541845,77.08960872731564]",POWERGRID
313, sector 79 naurangpur  122101 ,"[28.35328263709262,76.97522563961789]",POWERGRID
314,3/1 emilia 1 golf course ext rd vatika city block w sector 49 gurugram  122018 ,"[28.403473108095046,77.04959924546763]",POWERGRID
315, gurugram  122051 ,"[28.346974739566903,76.91175347363648]",POWERGRID
316,1669 housing board colony sector 31 gurugram  122001 ,"[28.448253693434097,77.04872636274796]",POWERGRID
317,permit line road mahendwara  122102 ,"[28.340245330059517,77.0753086702283]",POWERGRID
318,house no. 1004/22 shiv nagar near kadipur chungi pataudi rd shanti nagar sector 10 gurugram  122001 ,"[28.454700782313324,77.01304188939905]",POWERGRID
319, block f sector 57 gurugram  122003 ,"[28.42130692540281,77.07082010283858]",POWERGRID
320,western peripheral expy gurugram  122051 ,"[28.345639469048013,76.87965234621768]",POWERGRID
321, sayyad mohamadpur  122505 ,"[28.446755263051227,76.8958967652636]",POWERGRID
322, block e aya nagar extension aya nagar new delhi delhi 110047 ,"[28.46492428311019,77.1216256093585]",POWERGRID
323, sherpur extention delhi 110073 ,"[28.561163809854538,76.9319957117517]",POWERGRID
324,sakatpur rd  122103 ,"[28.380721053129015,77.01178005685958]",POWERGRID
325,  122102 ,"[28.343161258678236,77.04661173626516]",POWERGRID
326,sohna rd sohna rural  122103 ,"[28.269211662262787,77.06616034863414]",POWERGRID
327, sadhrana bamripur gurugram  122505 ,"[28.449977259260418,76.91275227818693]",POWERGRID
328,msil internal rd maruti udyog sector 18 gurugram  122008 ,"[28.49472920002485,77.06462299421553]",POWERGRID
329,5 pearl ln chhatarpur farms dlf farms new delhi delhi 110074 ,"[28.487652402376895,77.16976533699689]",POWERGRID
330,avenue 13 anand gram ghitorni new delhi delhi 110070 ,"[28.505253213768565,77.12740929828975]",POWERGRID
331, 122102 ,"[28.295470877789747,76.9981450970037]",POWERGRID
332,plot no 89b-sector 37b patakewala opp samsaan ghaatgurugram pataudi rd garoli khurd  122001 ,"[28.44259302321086,76.98199136283408]",POWERGRID
333,abhepur  122102 ,"[28.29661658106134,77.11231297763261]",POWERGRID
334, sunthaka  122015 ,"[28.264907292247077,76.96452562473182]",POWERGRID
335, sohna  122103 ,"[28.249813465628286,77.0570374497558]",POWERGRID
336,thimayya marg delhi cantonment new delhi delhi 110010 ,"[28.569218127471615,77.12142977743031]",POWERGRID
337, gurugram  122505 ,"[28.43786462139818,76.94730738354639]",POWERGRID
338,  122102 ,"[28.370026208294966,77.10249687649963]",POWERGRID
339,western peripheral expy langra  122015 ,"[28.295399798757504,76.90418577377632]",POWERGRID
340,damdama lake rd  122102 ,"[28.34383927319093,77.08238631052062]",POWERGRID
341, sector 64 gurugram  122005 ,"[28.394442353362184,77.07415544571919]",POWERGRID
342,pandwala mod - kanganheri link road kanganheri delhi 110071 ,"[28.55476655089318,76.97751027888035]",POWERGRID
343, 122102 ,"[28.324002981794983,77.13088171940021]",POWERGRID
344,  ,"[28.33890521995295,76.98167365199554]",POWERGRID
345,imt rd sector 91 gurugram  122051 ,"[28.397863443206788,76.9198387853382]",POWERGRID
346, baluda  122102 ,"[28.25547186413943,77.1014716113261]",POWERGRID
347, tikli  122103 ,"[28.368680105052285,77.01502085609312]",POWERGRID
348, 122102 ,"[28.29337207304378,77.04798256429031]",POWERGRID
349,major district road 132  122015 ,"[28.23531292380104,76.93935776080907]",POWERGRID
350,lane number 5 sarhaul abadi village sector 18 gurugram  122008 ,"[28.48676241458798,77.0702832681983]",POWERGRID
351, 122102 ,"[28.285889541831427,77.14700425820432]",POWERGRID
352, sheikhpur  122015 ,"[28.263026283774664,76.93824268201708]",POWERGRID
353, 121004 ,"[28.355956576787065,77.17564111295782]",POWERGRID
354, bamrauli  122103 ,"[28.276460687813636,76.98078333209901]",POWERGRID
355,jamalpur - fazalwas rd baslambi  122051 ,"[28.36060435882508,76.86276795880454]",POWERGRID
356, 122102 ,"[28.30464179257137,77.14345862731042]",POWERGRID
357, indira gandhi international airport new delhi delhi 110037 ,"[28.557833081130887,77.10940573160786]",POWERGRID
358,vatika rd gurugram  122004 ,"[28.396465036192915,76.9648412758109]",POWERGRID
359,chatarpur rd fatehpur beri new delhi delhi 110047 ,"[28.448545726584342,77.17906310192261]",POWERGRID
360, garat pur bas  122103 ,"[28.332122563945116,77.02214157307175]",POWERGRID
361,camp wild road  121005 ,"[28.403148230582246,77.19428325769086]",POWERGRID
362,  122413 ,"[28.297400860698033,76.87788605202678]",POWERGRID
363,e-29 e-block kusumpur pahari n air lines & air  estate vasant vihar new delhi delhi 110057 ,"[28.549120631229897,77.15583185914586]",POWERGRID
364,khobri  122102 ,"[28.277119100854925,77.1325033709231]",POWERGRID
365, 122505 ,"[28.441038954327766,76.88575634575724]",POWERGRID
366,gurjar vijay singh pathik marg  122102 ,"[28.309641665482864,77.07238139139542]",POWERGRID
367,shankar chowk rd dundahera village sector 20 gurugram  122008 ,"[28.509885883802994,77.07612053332075]",POWERGRID
368,  122503 ,"[28.398404918063544,76.86215858239714]",POWERGRID
369, 122102 ,"[28.357627706122422,77.11217635541247]",POWERGRID
370,11 lgf church / mall rd shanti kunj main vasant kunj new delhi delhi 110070 ,"[28.51531918674599,77.1575850040056]",POWERGRID
371,service rd binola  122414 ,"[28.306065824421164,76.87728136577313]",POWERGRID
372, alipur  122103 ,"[28.30700952065529,77.06331598603016]",POWERGRID
373,gh 8 sarswati kunj ii wazirabad sector 52 gurugram  122003 ,"[28.433234526992518,77.0881879344974]",POWERGRID
374,chehalka  122102 ,"[28.268822895680195,77.01470909770067]",POWERGRID
375,southern peripheral road sector 74a gurugram  122004 ,"[28.405376455791036,76.99067187074768]",POWERGRID
376, ambedkar colony mandi new delhi delhi 110047 ,"[28.44540285376582,77.14026824289819]",POWERGRID
377, sultanpur gurugram  122505 ,"[28.45180828197191,76.88361663330737]",POWERGRID
378,western peripheral expy sultanpur gurugram  122006 ,"[28.475511032912618,76.85769589995039]",POWERGRID
379, gadaipur dlf farms new delhi delhi 110047 ,"[28.488303935297793,77.14564409191158]",POWERGRID
380,avenue 12 shanti kunj b block anand gram rajokri new delhi delhi 110070 ,"[28.517739507515408,77.12583397003692]",POWERGRID
381,17 to 24 sector 10 dwarka dwarka delhi 110075 ,"[28.583895899449093,77.05694260568282]",POWERGRID
382,sohna rural  ,"[28.264794354528593,77.03314471044149]",POWERGRID
383, gothda mohbtabad  121004 ,"[28.375324041026786,77.21693673455916]",POWERGRID
384, gangani  122102 ,"[28.309222888972524,76.99840294910511]",POWERGRID
385, sector 102 gurugram  122006 ,"[28.475490563420962,76.97125151041405]",POWERGRID
386, kaliawas gurugram  122006 ,"[28.48579774579131,76.89168886014988]",POWERGRID
387,123-b shivpuri sector 7 gurugram  122001 ,"[28.470400242393637,77.01686023195579]",POWERGRID
388, gurugram  122505 ,"[28.450758521782838,76.89584856434901]",POWERGRID
389,  122005 ,"[28.37268491873076,77.12510622808207]",POWERGRID
390,abs track sector 11 imt manesar gurugram  122051 ,"[28.372777685196223,76.87659255133428]",POWERGRID
391, gurugram  122101 ,"[28.339330270606393,76.96052672883037]",POWERGRID
392, gurugram  122505 ,"[28.417089167374574,76.9143325577223]",POWERGRID
393,  122102 ,"[28.392707565987067,77.12328516311574]",POWERGRID
394,raisina rd hariahera  122102 ,"[28.30419660867369,77.04371209546989]",POWERGRID
395, badsa  124105 ,"[28.502187888043384,76.86819548488748]",POWERGRID
396, 122102 ,"[28.30879095509776,77.16196540695525]",POWERGRID
397,golf course ext rd rosewood city ghasola sector 49 gurugram  122018 ,"[28.40501238036868,77.05431449733499]",POWERGRID
398,aklimpur bus stand aklimpur - teekli rd aklimpur  122103 ,"[28.363491069521228,77.03557799271427]",POWERGRID
399,asola farm rd asola homes asola new delhi delhi 110074 ,"[28.459383105609902,77.20539046373476]",POWERGRID
400,to cremation ground shikohpur sector 79 gurugram  122101 ,"[28.36665169718601,76.99145284160954]",POWERGRID
401,dewtawala mandir sherpur deri delhi 110073 ,"[28.549724849163095,76.93005172456348]",POWERGRID
402,  122103 ,"[28.27938050031848,76.99114482583285]",POWERGRID
403, balola bandhwari  122102 ,"[28.41033650834219,77.14765761467416]",POWERGRID
404,3rd ave chhatarpur farms dlf farms new delhi delhi 110047 ,"[28.4700654955108,77.17721798527977]",POWERGRID
405, satlaka  122102 ,"[28.26808080051514,77.16778170218528]",POWERGRID
406,601/20 madanpuri rd manohar nagar sector 7 gurugram  122001 ,"[28.45772802108555,77.01621125029183]",POWERGRID
407, nirvana country ii sector 71 gurugram  122004 ,"[28.404014323562247,77.02573937782714]",POWERGRID
408, arjan garh aya nagar gurugram delhi 110047 ,"[28.482251132139343,77.12118857343557]",POWERGRID
409, sherpur deri delhi 110073 ,"[28.547751202243994,76.92066404518523]",POWERGRID
410, paprawat delhi 110043 ,"[28.570895501531048,76.97082484602066]",POWERGRID
411,b-5 regency farms asola new delhi delhi 110074 ,"[28.449133320631873,77.19301916189892]",POWERGRID
412, sector 59 gurugram  122102 ,"[28.381325034593164,77.1225851215551]",POWERGRID
413, ghummanhera delhi 110043 ,"[28.523995708727142,76.92325753048286]",POWERGRID
414, 122102 ,"[28.304749946087423,77.02478815849706]",POWERGRID
415, gurugram  122051 ,"[28.357287944011514,76.88970397186472]",POWERGRID
416,near by four point hotel gurgaon - delhi expy ,"[28.52722290276105,77.10051249080628]",POWERGRID
417,western peripheral expy gurugram  122051 ,"[28.35473726578922,76.87796459036812]",POWERGRID
418,  122503 ,"[28.34965544888698,76.86083635210801]",POWERGRID
419, sector 89a gurugram  122505 ,"[28.431787407935445,76.93757935630597]",POWERGRID
420,plot-172 sector 4 imt manesar gurugram  122052 ,"[28.370264160879476,76.91772161696584]",POWERGRID
421, imt manesar gurugram  122051 ,"[28.379491617124224,76.89241993008923]",POWERGRID
422,33 h block rail vihar sector 57 gurugram  122003 ,"[28.426474730344843,77.07525986186643]",POWERGRID
423,golden greens golf cross rd  122103 ,"[28.364801096426575,77.00606184281199]",POWERGRID
424,sehravan dhani rd sairawan ki dhani gurugram  122051 ,"[28.34185633912206,76.90571723307696]",POWERGRID
425,rzh-668 gali number 16 block g block f raj nagar ii extension raj nagar new delhi delhi 110077 ,"[28.580014606274336,77.08228861273092]",POWERGRID
426, gurugram  122101 ,"[28.38155654806696,77.04682394224456]",POWERGRID
427,western peripheral expy gurugram  122506 ,"[28.40637704097553,76.86960934184339]",POWERGRID
428,ashok marg moti vihar sector 41 gurugram  122003 ,"[28.457548008084125,77.06182929947296]",POWERGRID
429,  122103 ,"[28.229743290220302,77.0965790358903]",POWERGRID
430, sayyad mohamadpur  122505 ,"[28.442207657467105,76.86755754715554]",POWERGRID
431,nh919 sehsaula  122103 ,"[28.234539892824472,77.01203165708488]",POWERGRID
432,dera mandi greens dera mandi east circular road off jonquil way ashoka avenue dera village village new delhi delhi ,"[28.451429712892775,77.16544587715968]",POWERGRID
433,camp wild road  121005 ,"[28.400452277340282,77.19476442962187]",POWERGRID
434, palam farms delhi 110061 ,"[28.526238319029886,77.0692545225713]",POWERGRID
435, 122102 ,"[28.314477796777293,76.97532562789324]",POWERGRID
436,a-9/3 a-10 st block a sector 26a gurugram  122002 ,"[28.474959109607404,77.09782891127034]",POWERGRID
437,  ,"[28.334652430240478,76.98128235754373]",POWERGRID
438,baluda  122102 ,"[28.254107470645003,77.09514785044568]",POWERGRID
439, khaintawas  122505 ,"[28.439518819786645,76.8790925870002]",POWERGRID
440,  122102 ,"[28.285038558592387,77.07247112360089]",POWERGRID
441,antriksh heights road gurugram  122004 ,"[28.40217032616924,76.96577832530038]",POWERGRID
442,19-20 leisure valley rd sector 29 gurugram  122007 ,"[28.46978175297868,77.06248228271572]",POWERGRID
443, manesar gurugram  122101 ,"[28.343932282293864,76.94079385301353]",POWERGRID
444,lakhuwas  ,"[28.225872482778122,77.101730333875]",POWERGRID
445,kasan rd gurugram  122051 ,"[28.359261490256316,76.91636252897749]",POWERGRID
446,  122506 ,"[28.40495236505591,76.8616472977241]",POWERGRID
447,northern peripheral rd sai kunj block a sector 111 sector 110a gurugram  122017 ,"[28.525063350889297,77.03068272129644]",POWERGRID
448,1/15 g block dlf phase 1 sector 26 gurugram  122002 ,"[28.472991020431333,77.10440590114317]",POWERGRID
449,  122102 ,"[28.334805456571655,77.08690860911108]",POWERGRID
450,  122102 ,"[28.280768261910527,77.07201248119526]",POWERGRID
451,  122503 ,"[28.352257680016287,76.85469912971206]",POWERGRID
452,aiims road iqbalpur gurugram  122006 ,"[28.494260829897783,76.88096480420172]",POWERGRID
453,115 devinder vihar sector 56 gurugram  122011 ,"[28.42718015380842,77.09331333147398]",POWERGRID
454, sector 78 gurugram  122004 ,"[28.376332483157174,76.96894628355079]",POWERGRID
455, rajokri village rajokri new delhi delhi 110038 ,"[28.508079737451983,77.10099797185532]",POWERGRID
456,naharpur rd gurugram  122051 ,"[28.384542013686367,76.9390605571424]",POWERGRID
457, 122102 ,"[28.241668846270834,77.10283355569808]",POWERGRID
458, 121004 ,"[28.323999757835246,77.15993050461664]",POWERGRID
459, goyla dairy qutub vihar delhi 110071 ,"[28.57812074188184,77.03202259259261]",POWERGRID
460, 122102 ,"[28.242922784179203,77.0023915754879]",POWERGRID
461,crusher zone rd gothda mohbtabad  121012 ,"[28.407941462638277,77.23236889300483]",POWERGRID
462,h.no 1324 bhondsi maruti kunj  122102 ,"[28.36014777154557,77.0811030945376]",POWERGRID
463,near hp petrol pump sector53iilm university entrence2 under 20metter turn left  122003 ,"[28.433690385466605,77.09864909271141]",POWERGRID
464, gwaliar  122413 ,"[28.322778820384666,76.93265026464637]",POWERGRID
465,  122102 ,"[28.28286614756646,77.08664939504264]",POWERGRID
466,t28/3 moulsari ave dlf phase 3 sector 24 gurugram  122022 ,"[28.493906271995485,77.10310471672875]",POWERGRID
467,emaar greens sector 102 gurugram  122006 ,"[28.472200561845607,76.9658233889426]",POWERGRID
468, nurpur dhumaspur  121005 ,"[28.350587114543984,77.19261167496906]",POWERGRID
469,sectot 68 sohna rd mahira homes sector 68 gurugram  122101 ,"[28.381048430165233,77.05068458257257]",POWERGRID
470,gurgaon - delhi expy police colony mehram nagar new delhi delhi 110076 ,"[28.561613784809868,77.13311653746969]",POWERGRID
471,samdia road mittal garden sainik farm new delhi delhi 110030 ,"[28.510048880838873,77.18611072543675]",POWERGRID
472,time residency tower f sector 63 behind paras trinity sector 63 gurugram  122015 ,"[28.400373566824292,77.09174060667425]",POWERGRID
473, iqbalpur gurugram  122006 ,"[28.486477956903165,76.88353089993959]",POWERGRID
474, kot  121004 ,"[28.328619281840137,77.17437198741278]",POWERGRID
475, ghamroj  122103 ,"[28.322759648086937,77.05796909676897]",POWERGRID
476, jhuljhuli delhi 110073 ,"[28.547614170232364,76.90320036979736]",POWERGRID
477, 122102 ,"[28.250284197604,77.1391389833017]",POWERGRID
478, rajokri village rajokri new delhi delhi 110038 ,"[28.50974273481387,77.11578415029113]",POWERGRID
479,rajuddin hn172 nut koloni iti colony sohna  122103 ,"[28.2416493403988,77.06810148511828]",POWERGRID
480, nimot  122102 ,"[28.268230544853704,77.15769964180848]",POWERGRID
481,pammi didi plant pammi didi place ,"[28.21272075720028,77.08169921982193]",POWERGRID
482,goyala dairy rd goyla dairy qutub vihar delhi 110071 ,"[28.57960460885561,77.03271168014281]",POWERGRID
483,  122102 ,"[28.348526140340937,77.12297155163479]",POWERGRID
484, sector 58 ghata  122102 ,"[28.417248135946227,77.11936970594334]",POWERGRID
485, mangar  121004 ,"[28.379511327744254,77.17010963465496]",POWERGRID
486, sadhrana bamripur gurugram  122505 ,"[28.465481076539774,76.9042014000711]",POWERGRID
487,nh248a rojka  122103 ,"[28.215759185045332,77.06178505883177]",POWERGRID
488, budhera gurugram  122006 ,"[28.476705524442846,76.89700794291527]",POWERGRID
489, asola wild life sanctuary asola new delhi delhi 110074 ,"[28.454577071071743,77.22362821713128]",POWERGRID
490, pandwalan kalan delhi 110043 ,"[28.56578920786271,76.95023903479185]",POWERGRID
491,phirni road kharkhari jatmal delhi 110043 ,"[28.58194154211661,76.94728182824234]",POWERGRID
492,sector 107 gurugram  ,"[28.508062847304114,76.96978922781786]",POWERGRID
493,indira gandhi international airport (del) new delhi delhi 110037 ,"[28.55251049481923,77.08207600277251]",POWERGRID
494,411/1/d gurgaon masani rd sanjay colony sector 6 gurugram  122001 ,"[28.469651544403096,77.0263349186557]",POWERGRID
495,opposite ninex mall gurugram  ,"[28.386070897713836,77.02023674611254]",POWERGRID
496,maulsari ave avenue bouganvillea rangpuri new delhi delhi 110038 ,"[28.52430245071998,77.11062514924062]",POWERGRID
497, gothda mohbtabad  121004 ,"[28.399483791918616,77.22014358989766]",POWERGRID
498,summer sprint 2  122005 ,"[28.386996768123126,77.14999218316721]",POWERGRID
499,mdr137 new delhi  121012 ,"[28.40198327356759,77.21171040302201]",POWERGRID
500,rampura-mohammadpur road  122103 ,"[28.28700130486365,76.98926810668748]",POWERGRID
501,prakrit farm andheria more mehrauli new delhi delhi 110030 ,"[28.50140265676285,77.1749461269986]",POWERGRID
502,sehsaula  ,"[28.207672585385765,77.02495712484148]",POWERGRID
